fid,districtID,districtID_old,nameID,district_en,provinceID,province_bahasa,province_en,islandID,island_bahasa,island_en,district_bahasa,gfcf_2010,gfcf_2011,gfcf_2012,gfcf_2013,gfcf_2014,gfcf_2015,gfcf_2016,gfcf_2017,gfcf_2018,gfcf_2019,gfcf_2020,gfcf_2021,gfcf_2022,gfcf_2023,gfcf_2024,gfcf_2025
1,1101,1101,simeulue,Simeulue,11,Aceh,Aceh,1,Sumatera,Sumatera,Simeulue,562.07,641.18,684.23,668.66,669.68,677.1,702.59,699.45,708.09,718.48,747.47,751.84,750.28,791.56,803.02,821.87
2,1102,1102,acehsingkil,Aceh Singkil,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Singkil,396.03,423.38,437.67,435.57,457.95,474.31,497.31,519.28,538.33,571.41,592.47,594.23,600.27,629.37,644.61,635.33
3,1103,1103,acehselatan,South Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Selatan,786.18,863.58,938.66,987.88,1048.49,1093.53,1152.48,1196.28,1231.47,1251.88,1283.73,1286.9,1279.79,1365.06,1411.02,1396.16
4,1104,1104,acehtenggara,Southeast Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Tenggara,672.61,721.62,735.68,751.25,837.65,855.04,905.87,930.24,967.25,991.99,1027.93,1036.04,1042.64,1078.77,1124.42,1117.54
5,1105,1105,acehtimur,East Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Timur,1854.01,2110.68,2284.33,2220.69,2375.65,2468.73,2584.75,2651.18,2744,2838.19,2938.62,2973.32,2979.91,2916.88,3093.84,3021.37
6,1106,1106,acehtengah,Central Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Tengah,1729.57,1866.32,1960.98,1993.98,2070.57,2130.72,2180.75,2221.25,2278.65,2325.12,2380.08,2410.3,2361.95,2479.59,2563.93,2505.83
7,1107,1107,acehbarat,West Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Barat,2093.67,2260.89,2319.72,2259.99,2351.2,2441.36,2560.54,2693.61,2790.43,2899.2,2992.9,3013.04,2985.49,3141.71,3323.31,3220.21
8,1108,1108,acehbesar,Aceh Besar,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Besar,2241.71,2496.33,2709.07,2802.47,2968.21,3150.63,3250.08,3289.38,3393.33,3675.46,3865.23,3882.94,3930.1,4146.38,4390.11,4374.28
9,1109,1109,pidie,Pidie,11,Aceh,Aceh,1,Sumatera,Sumatera,Pidie,1387.23,1567.06,1694.15,1690.15,1786.27,1925.45,2052.42,2125.31,2217.54,2373.46,2520.49,2525.77,2545.9,2525.8,2699.18,2615.78
10,1110,1110,bireuen,Bireuen,11,Aceh,Aceh,1,Sumatera,Sumatera,Bireuen,1579.91,1686.56,1816.36,1825.38,1899.99,1992.87,2055.63,2131.52,2209.5,2311.8,2396.61,2422.06,2420.31,2574.18,2681.87,2646.5
11,1111,1111,acehutara,North Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Utara,2881,3092.8,3262.92,3316.11,3568.66,3818.23,4167.92,4352.8,4550.2,4802.87,5048.65,5049.63,4941.69,4938.73,5015.35,4846.5
12,1112,1112,acehbaratdaya,Southwest Aceh,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Barat Daya,1052.28,1182.14,1289.57,1360.82,1443.55,1515.62,1593.79,1626.11,1682.34,1782.18,1874.35,1877.57,1879.07,1945.76,1963.52,1784.76
13,1113,1113,gayolues,Gayo Lues,11,Aceh,Aceh,1,Sumatera,Sumatera,Gayo Lues,559.64,632.19,675.32,690.33,733.75,791.48,816.24,808.52,834.24,843.98,866.4,864.59,870.14,887.98,914.73,923
14,1114,1114,acehtamiang,Aceh Tamiang,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Tamiang,1226.73,1449.14,1553.22,1521.75,1585.82,1624.02,1690.43,1730.38,1775.42,1829.19,1862.52,1884.02,1872.93,1927.95,2008.9,1991.79
15,1115,1115,naganraya,Nagan Raya,11,Aceh,Aceh,1,Sumatera,Sumatera,Nagan Raya,1594.4,1765.23,1837.67,1823.12,1944.19,2050.11,2097.15,2112.16,2168,2279.35,2412.18,2443.14,2484.09,2525.49,2524.17,2485.91
16,1116,1116,acehjaya,Aceh Jaya,11,Aceh,Aceh,1,Sumatera,Sumatera,Aceh Jaya,710.97,802.22,863.96,787.23,835.6,879.79,925.41,978.68,1028.68,1089.53,1126.52,1129.95,1130.12,1169.18,1184.99,1187.39
17,1117,1117,benermeriah,Bener Meriah,11,Aceh,Aceh,1,Sumatera,Sumatera,Bener Meriah,1201.21,1287.87,1378.05,1399.14,1414.31,1480.05,1538.76,1586.28,1638.81,1701.81,1729.49,1749.99,1765.09,1876.41,1950.21,1910.67
18,1118,1118,pidiejaya,Pidie Jaya,11,Aceh,Aceh,1,Sumatera,Sumatera,Pidie Jaya,611.86,690.26,735.44,718.09,754.61,791.17,838.09,897.58,936.32,971.02,992.41,997.93,977.34,973.78,1031.4,1027.55
19,1171,1171,kotabandaaceh,Banda Aceh City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Banda Aceh,2719.83,2660.76,2664.99,2662.86,2654.34,3195.61,4872.05,3202.93,3268.98,3292.73,3358.6,3365.07,3365.76,3592.8,3881,3841.21
20,1172,1172,kotasabang,Sabang City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Sabang,514.26,550.78,592.69,623.6,662.38,696.75,744.59,755.66,765.04,783.98,774.32,780.12,773.63,773.08,798.7,812.85
21,1173,1173,kotalangsa,Langsa City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Langsa,957.36,1034.96,1088.48,1116.75,1158.39,1198.64,1276.4,1319.33,1333.66,1373.64,1428.33,1426.66,1425.91,1490.67,1504.06,1460.94
22,1174,1174,kotalhokseumawe,Lhokseumawe City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Lhokseumawe,2063.64,2146.88,2271.08,2382.64,2594.22,3074.34,2947.61,2743.47,2804.5,2956.57,3048.44,3049.79,3045.85,3047.56,3270.12,3304.06
23,1175,1175,kotasubulussalam,Subulussalam City,11,Aceh,Aceh,1,Sumatera,Sumatera,Kota Subulussalam,370.41,408.96,443.7,467.03,489.07,521.78,560.92,576.49,591.61,618.09,646.48,656.4,663.71,694.65,712.56,702.69
24,1201,1201,nias,Nias,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Nias,453.77,473.79,492.04,512.98,531.16,549.08,582.34,617.46,654.39,685.32,687.3,708.71,742.96,781.75,849.44,817.05
25,1202,1202,mandailingnatal,Mandailing Natal,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Mandailing Natal,1548.08,1583.2,1658.15,1704.38,1759.28,1838.02,1935.8,2032.82,2166.83,2312.36,2222.66,2298.77,2382.66,2547.8,2727.61,2651.4
26,1203,1203,tapanuliselatan,South Tapanuli,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Tapanuli Selatan,1919.26,1960.81,2053.36,2139.32,2249.72,2371.89,2498.31,2636.82,2793.55,2981.27,2957.86,3086.54,3201.62,3492.16,3671.48,3685.75
27,1204,1204,tapanulitengah,Central Tapanuli,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Tapanuli Tengah,864.31,899.81,942.55,994.19,1050.77,1115.01,1164.37,1239.74,1321.59,1431.27,1418.17,1468.34,1539.63,1632.37,1657.3,1668.6
28,1205,1205,tapanuliutara,North Tapanuli,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Tapanuli Utara,1052.04,1098.94,1144.38,1231.69,1327.64,1432.53,1548.93,1676.69,1810.91,1968.31,1962.95,2027.55,2100.71,2191.93,2230.7,2234.99
29,1206,1206,tobasamosir,Toba Samosir,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Toba Samosir,837.91,855.72,884.17,898.85,928.66,947.36,969.51,1003.16,1041.91,1096.07,1078.16,1131.41,1194.58,1276.95,1335.95,1338.37
30,1207,1207,labuhanbatu,Labuhan Batu,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Labuhan Batu,3724.42,3758.45,4087.77,4252.26,4414.03,4580.67,4816.45,5100.44,5331.54,5671.56,5447.26,5661.08,5861.72,6183.87,6460.91,6556.29
31,1208,1208,asahan,Asahan,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Asahan,3774.84,3971.74,4392.3,4727.87,5064.38,5352.33,5632.2,6021.58,6458.07,6984.93,6919.75,7216.18,7472.68,7815.85,7868.5,8009.42
32,1209,1209,simalungun,Simalungun,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Simalungun,3866.33,3975.15,4439.53,4797.48,5020.69,5300.94,5600.09,5946.76,6346.4,6633.29,6592.4,6798.29,7039.58,7103.26,7493.29,7703.52
33,1210,1210,dairi,Dairi,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Dairi,994.5,1037.06,1151.85,1249.87,1307.32,1336.87,1404.68,1498.94,1594.25,1690.95,1662.93,1684.39,1724.92,1766.92,1801.93,1819.7
34,1211,1211,karo,Karo,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Karo,2731.94,2894.48,3109.17,3258.35,3441.71,3546.25,3713.2,3952.95,4185.48,4421.01,4388.03,4508.04,4693.08,5061.25,5292.44,5377.4
35,1212,1212,deliserdang,Deli Serdang,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Deli Serdang,13885.71,15079.8,16035.05,17054.49,17836.87,18803.29,19851.9,20839.36,22436.78,24161.12,24156.37,24538.84,25562.75,27255.84,28594.3,28816.65
36,1213,1213,langkat,Langkat,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Langkat,3724.21,4227.61,4436.21,4697.92,4990.37,5061.12,5250.81,5559.51,5890.53,6374.14,6483.08,6755.57,6960.09,7283.54,7504.48,7711.66
37,1214,1214,niasselatan,South Nias,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Nias Selatan,676.42,692.36,738.76,765.38,800.93,834.42,883.6,950.09,1022.32,1099.27,1152.44,1210.76,1293.73,1403.24,1447.18,1460.39
38,1215,1215,humbanghasundutan,Humbang Hasundutan,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Humbang Hasundutan,629.48,665.5,716.4,760.52,796.47,799.21,833.71,877.21,926.07,991.04,963.64,1020.92,1074.6,1134.72,1152.17,1160.03
39,1216,1216,pakpakbharat,Pakpak Bharat,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Pakpak Bharat,141.95,151.03,160.81,171.28,182.71,194.93,207.97,225.65,240.71,264.36,262.79,269.28,286.59,306.76,321.75,333.26
40,1217,1217,samosir,Samosir,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Samosir,279.96,296.45,316.3,336.96,349.55,361.42,375.51,392.21,424.7,463.33,449.04,474.29,502.32,530.92,566.36,566.19
41,1218,1218,serdangbedagai,Serdang Bedagai,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Serdang Bedagai,2737.42,3047.26,3308.93,3514.92,3688.57,3878.76,4154.25,4371.61,4655.93,4854.7,4847.08,4983.98,5155.18,5259.82,5488.16,5656.52
42,1219,1219,batubara,Batu Bara,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Batu Bara,2257.63,2355.69,2527.22,2690.1,2802.25,2995.3,3322.52,3778.84,4099.93,4419.92,4417.94,4549,4710.74,4948.16,4995.78,4983.14
43,1220,1220,padanglawasutara,North Padang Lawas,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Padang Lawas Utara,1157.8,1232.42,1293.99,1359.7,1445.62,1536.7,1627.77,1705.85,1804.14,1934.66,1908.66,1966.87,2033.03,2189.87,2240.4,2280.77
44,1221,1221,padanglawas,Padang Lawas,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Padang Lawas,1432,1440.53,1465.71,1518.3,1548.82,1588.94,1660.64,1747.66,1875.78,1984.74,1929.57,2007.37,2087.32,2220.07,2314.35,2347.27
45,1222,1222,labuhanbatuselatan,South Labuhanbatu,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Labuhan Batu Selatan,2921.98,3157.6,3465.24,3671.22,3827.83,3954.16,4114.23,4289.6,4484.7,4770.5,4706.46,4873.07,5099.52,5428.43,5739.36,5780.53
46,1223,1223,labuhanbatuutara,North Labuhanbatu,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Labuhan Batu Utara,2609.52,2859.35,3114.53,3270.89,3401.85,3552.78,3708.66,3835,4097.77,4397.14,4351.78,4454.61,4575.86,4828.62,4842.23,4859.44
47,1224,1224,niasutara,North Nias,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Nias Utara,350.14,370.17,392.31,423.35,453.94,483.86,518.88,560.35,605.02,639,642.39,662.59,689.39,722.56,765.77,778.59
48,1225,1225,niasbarat,West Nias,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Nias Barat,151.79,174.21,198.59,224.9,251.92,270.12,283.15,295.95,311.61,325.25,327.13,331.5,339.99,352.85,365.28,351.99
49,1271,1271,kotasibolga,Sibolga City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Sibolga,419.99,449.87,477.4,511.93,534.6,548.59,570.47,592.35,629.1,671.91,657.82,673.09,694.52,716.89,733.69,731.75
50,1272,1272,kotatanjungbalai,Tanjung Balai City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Tanjung Balai,1123.14,1184.03,1273.46,1379.57,1488.87,1554.79,1648.83,1755.83,1842.98,1993.7,1943.36,1987.71,2025.12,2099.85,2169.34,2231.99
51,1273,1273,kotapematangsiantar,Pematang Siantar City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Pematang Siantar,1429.02,1499.81,1594.37,1690.36,1794.04,1879.25,1965.99,2055.65,2159.01,2290.79,2177.52,2232.4,2283.23,2388.31,2457.19,2476.75
52,1274,1274,kotatebingtinggi,Tebing Tinggi City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Tebing Tinggi,717.7,733.73,758.96,780.47,809.46,844.75,882.95,959.65,1040.24,1127.6,1132.06,1167.7,1218.17,1265.95,1294.9,1332.04
53,1275,1275,kotamedan,Medan City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Medan,37635.06,39367.12,43059.52,43216.3,45704.66,48031.55,49836.43,52044.07,56798.62,61595.51,59245.99,62275.77,66116,68739.94,72149.05,71918.01
54,1276,1276,kotabinjai,Binjai City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Binjai,1620.99,1671.48,1795.74,1868.39,1902.02,2019.87,2156.68,2289.48,2492.77,2650.76,2637.81,2726.19,2916.54,3127.01,3307.54,3318.63
55,1277,1277,kotapadangsidimpuan,Padangsidempuan City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Padangsidimpuan,1250.45,1289.07,1323.23,1356.04,1382.46,1392.31,1415.36,1447.91,1507.58,1590.08,1582.51,1631.33,1707.6,1761.36,1817.07,1820.39
56,1278,1278,kotagunungsitoli,Gunungsitoli City,12,Sumatera Utara,North Sumatera,1,Sumatera,Sumatera,Kota Gunungsitoli,619.85,653.55,692.51,733.31,775.62,818.55,866.04,916.21,971.24,1025.21,1043.11,1089.71,1142.03,1223.31,1281.04,1257.25
57,1301,1301,kepulauanmentawai,Mentawai Islands,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kepulauan Mentawai,560.92,627.84,669.57,713.63,755.87,788.17,838.28,874.37,907.3,962.4,921.65,944.6,984.3,1064.64,1082,1083.65
58,1302,1302,pesisirselatan,South Pesisir,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Pesisir Selatan,1752.54,1944.3,2039.46,2149.1,2267.33,2376.5,2539.1,2653.75,2750.41,2874.86,2804.74,2862.82,2936.52,3143.22,3192.95,3144.07
59,1303,1303,solok,Solok,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Solok,1898.69,2079.57,2175.9,2246.37,2358.54,2461.93,2613.6,2726.85,2834.69,2962.83,2844.83,2884.79,3021.04,3320.2,3401.58,3343.59
60,1304,1304,sijunjung,Sijunjung,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Sijunjung,1279.3,1404.84,1486.19,1575.78,1675.24,1746.1,1856.11,1931.46,1997.74,2093.71,2021.36,2030.85,2102.82,2261.11,2317.5,2294.92
61,1305,1305,tanahdatar,Tanah Datar,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Tanah Datar,1749.69,1912.76,2040.54,2138.35,2273.22,2395.06,2548.16,2656.55,2748.09,2861.59,2777.57,2806.07,2893.1,3110.72,3213.26,3108.71
62,1306,1306,padangpariaman,Padang Pariaman,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Padang Pariaman,2469.57,2725.35,2881.55,3048.75,3238.92,3365.67,3583.39,3730.78,3862,4072.7,4032.59,4061.48,4194.82,4492.9,5046.68,4497.15
63,1307,1307,agam,Agam,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Agam,2607.89,2889.56,3063.6,3171.81,3334.7,3473.23,3700.09,3853.38,4007.26,4169.32,4054.97,4130.5,4339.41,4729.39,4871.97,4669.66
64,1308,1308,limapuluhkota,Lima Puluh Kota,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Lima Puluh Kota,1974.07,2195.65,2348.62,2448.7,2596.64,2714.63,2892.42,3018.72,3139.29,3289.16,3215.49,3265.73,3411.02,3684.93,3769.79,3719.56
65,1309,1309,pasaman,Pasaman,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Pasaman,1149.82,1275.89,1357.53,1431.6,1505.06,1569.39,1676.25,1745.18,1818.65,1904.27,1848.79,1883.87,1940.24,2077.89,2137.53,2093.26
66,1310,1310,solokselatan,South Solok,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Solok Selatan,647.31,723.28,779.04,821.28,875.87,922.49,986.72,1027.65,1069.03,1125.98,1105.72,1114.26,1156.68,1240.53,1273.11,1254.91
67,1311,1311,dharmasraya,Dharmasraya,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Dharmasraya,1246.26,1387.03,1496.08,1559.25,1648.85,1720.43,1834.96,1911.6,1988.54,2091.24,2063.08,2097.76,2154.79,2340.94,2414.96,2417.42
68,1312,1312,pasamanbarat,West Pasaman,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Pasaman Barat,1981.79,2215.78,2340.33,2466.36,2621.01,2733.62,2922.79,3045.06,3148.38,3295.47,3214.97,3249.99,3375.87,3657.36,3772.03,3723
69,1371,1371,kotapadang,Padang City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Padang,7739.48,8474.66,9064.89,9563.31,10044.97,10571.24,11246.76,11661.95,12074.25,12714.94,12209.91,12424.43,12925.67,13748.22,14092.33,14137.53
70,1372,1372,kotasolok,Solok City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Solok,471.08,520.34,553.33,584.95,607.13,629.39,666.03,690.96,716.36,748.35,728.16,745.48,778.79,832.04,843.37,834.87
71,1373,1373,kotasawahlunto,Sawahlunto City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Sawah Lunto,408.59,451.46,479.81,506.02,533.66,561.75,593.7,620.45,642.65,676.78,652.49,666.26,695.56,745.49,768.45,749.44
72,1374,1374,kotapadangpanjang,Padang Panjang City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Padang Panjang,475.01,520.49,549.6,574.89,605.36,638.1,674.53,701.21,723.66,759.94,736.81,743.94,763.51,803.37,826.06,801.52
73,1375,1375,kotabukittinggi,Bukittinggi City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Bukittinggi,986,1074.5,1131.5,1196.82,1265.61,1326.49,1415.76,1478.76,1537.95,1622.02,1614.54,1629.89,1702.3,1823.72,1863.69,1853.32
74,1376,1376,kotapayakumbuh,Payakumbuh City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Payakumbuh,701.05,786.51,849.72,898.46,945.51,994.87,1059.15,1106.87,1153.61,1214.98,1168.3,1185.96,1225.09,1295.62,1334.25,1336.36
75,1377,1377,kotapariaman,Pariaman City,13,Sumatera Barat,West Sumatera,1,Sumatera,Sumatera,Kota Pariaman,597.74,645.57,691.74,727.02,761.81,798.33,849.43,885.4,921.33,968.75,948.53,960.23,987.85,1044.72,1074.5,1067.03
76,1401,1401,kuantansingingi,Kuantan Singingi,14,Riau,Riau,1,Sumatera,Sumatera,Kuantan Singingi,5126.19,6118.98,6693.23,7204.25,7375.72,7653.07,7929.21,8119.69,8463.08,8741.47,8620.67,8718.51,9148.14,9335.47,9538.59,9740.44
77,1402,1402,indragirihulu,Indragiri Hulu,14,Riau,Riau,1,Sumatera,Sumatera,Indragiri Hulu,6542.79,7520.82,8088.22,8519.91,8760.06,9059.5,9324.75,9653.69,9970.82,10321.23,10138.83,10449.17,10927.14,11432.34,11793.31,11927.46
78,1403,1403,indragirihilir,Indragiri Hilir,14,Riau,Riau,1,Sumatera,Sumatera,Indragiri Hilir,5363.63,6159.71,6636.18,6998.98,7794.14,8023.07,8350.19,8103.3,8368.09,8610.11,8463.1,8697.74,9104.96,9557.39,9822.03,10150.32
79,1404,1404,pelalawan,Pelalawan,14,Riau,Riau,1,Sumatera,Sumatera,Pelalawan,3184.64,3728.63,4019.78,4172.44,4265.96,4459.13,4687.05,4909.93,5118.57,5376.85,5289.13,5592.54,6012.11,6311.91,6538.8,6607.49
80,1405,1405,siak,Siak,14,Riau,Riau,1,Sumatera,Sumatera,Siak,6757.44,7884.94,8711.8,9374.08,9787.54,10143.17,10485.28,10970.49,11399.5,11825.39,11647.22,12461.48,13390.23,13996.28,14442.95,14793.38
81,1406,1406,kampar,Kampar,14,Riau,Riau,1,Sumatera,Sumatera,Kampar,10127.16,11635.46,12724.62,13343.73,13591.55,13981.17,14514.23,14710.7,15276.63,15802.44,15586.54,16222.12,17383.07,18293.49,18869.31,19340.14
82,1407,1407,rokanhulu,Rokan Hulu,14,Riau,Riau,1,Sumatera,Sumatera,Rokan Hulu,2900.57,3447.39,3781.27,3910.91,3986.85,4116.09,4295.4,4493.38,4743.92,4903.31,4819.31,5090.93,5436.01,5690.61,5870.67,5959.65
83,1408,1408,bengkalis,Bengkalis,14,Riau,Riau,1,Sumatera,Sumatera,Bengkalis,8367.82,9989.91,10939.24,11106.19,11728.95,12108.8,12596.33,13041.22,13354.2,13638.42,13370.72,14091.47,15216.01,16113.36,16643.67,17029.31
84,1409,1409,rokanhilir,Rokan Hilir,14,Riau,Riau,1,Sumatera,Sumatera,Rokan Hilir,2865.26,3441.75,3697.96,3822.45,3898.21,4120.22,4375.47,4521.01,4674.14,4761.88,4700.06,4969.06,5300.17,5497.45,5615.38,5691.22
85,1410,1410,kepulauanmeranti,Meranti Islands,14,Riau,Riau,1,Sumatera,Sumatera,Kepulauan Meranti,1633.02,1866.55,2032.84,2138.6,2204.91,2277.06,2344.08,2426.25,2566.64,2711.68,2679.45,2775.24,2921.64,3038.5,3141.15,3211.37
86,1471,1471,kotapekanbaru,Pekanbaru City,14,Riau,Riau,1,Sumatera,Sumatera,Kota Pekanbaru,34670.39,38765.58,42627.95,45156.64,46238.44,49166.85,51133.53,53210.56,54277.37,55931.39,54840.16,57174.91,60191.46,63009.04,64968.18,67030.28
87,1473,1473,kotadumai,Dumai City,14,Riau,Riau,1,Sumatera,Sumatera,Kota Dumai,7613.59,8615.92,9265.84,9776.97,9227.05,9345.38,9518.7,9760.67,10086.86,10320.04,10175.81,10408.22,11111.35,11722.01,12161.2,12123.1
88,1501,1501,kerinci,Kerinci,15,Jambi,Jambi,1,Sumatera,Sumatera,Kerinci,860.71,878.2,1002.42,1080,1057.35,1055.35,1125.99,1151.38,1176.4,1203.95,1581.94,1935,2094.24,2434.52,2527.87,2323.48
89,1502,1502,merangin,Merangin,15,Jambi,Jambi,1,Sumatera,Sumatera,Merangin,1554.7,1641.47,1920.46,2055.42,2093.9,2109.98,2237.66,2377.11,2479.88,2566.39,2552.78,2698.68,2747.7,2962.99,3052.92,3221.64
90,1503,1503,sarolangun,Sarolangun,15,Jambi,Jambi,1,Sumatera,Sumatera,Sarolangun,2531.97,2679.78,3136.69,3408.44,3462.43,3511.26,3715.59,3886.73,3955.6,4049.61,4071.1,4387.06,4532.71,4773.39,5030.28,5052.47
91,1504,1504,batanghari,Batang Hari,15,Jambi,Jambi,1,Sumatera,Sumatera,Batang Hari,1954.44,2010.72,2446.9,2577.41,2647.81,2486.27,2555.59,2687.96,2702.27,2802.15,2829.54,2958.8,3080.85,3325.16,3451.67,3569.55
92,1505,1505,muarojambi,Muaro Jambi,15,Jambi,Jambi,1,Sumatera,Sumatera,Muaro Jambi,2075.24,2180.52,2533.54,2691.29,2667.14,2596.12,2742.16,2870.45,2948.57,3041.4,3020.88,3346.2,3466.58,4205.59,5323.74,5180.36
93,1506,1506,tanjungjabungtimur,East Tanjung Jabung,15,Jambi,Jambi,1,Sumatera,Sumatera,Tanjung Jabung Timur,1254.53,1350.26,1450,1655.66,1653.75,2064.47,2196.78,2353.9,2403.58,2517.75,2512.8,2636.52,2657.6,3046.45,3333.56,3400.57
94,1507,1507,tanjungjabungbarat,West Tanjung Jabung,15,Jambi,Jambi,1,Sumatera,Sumatera,Tanjung Jabung Barat,3029.99,2498.52,3176.64,3439.85,3316.73,3188.99,3335.94,3489.42,3557.74,3674.92,3697.79,3993.44,4113.24,4590.72,4785.21,4859.33
95,1508,1508,tebo,Tebo,15,Jambi,Jambi,1,Sumatera,Sumatera,Tebo,1878.72,1804.68,2150.69,2297.76,2168.75,2188.17,2324.56,2406.32,2455.19,2566.12,2501.16,2607.6,2685.98,2910.79,2993.32,3010.18
96,1509,1509,bungo,Bungo,15,Jambi,Jambi,1,Sumatera,Sumatera,Bungo,2428.11,2441.57,2878.75,3198.7,3400.07,3420.96,3615.64,3836.52,3961.9,4099.71,4001.23,4199.59,4223.63,4467.06,4573.37,4526.98
97,1571,1571,kotajambi,Jambi City,15,Jambi,Jambi,1,Sumatera,Sumatera,Kota Jambi,2532.76,2683.35,3178.93,4006.63,4033.81,4014.6,4179.2,4383.19,4522.82,4797.22,4781.2,5029.69,5022.63,5386.62,5526.83,5612.35
98,1572,1572,kotasungaipenuh,Sungai Penuh City,15,Jambi,Jambi,1,Sumatera,Sumatera,Kota Sungai Penuh,880.44,920,1057.78,1201.07,1212.87,1246.72,1289.46,1345.6,1370.29,1404.49,1315.08,1395.41,1435.38,1509.25,1572.16,1576.54
99,1601,1601,ogankomeringulu,Ogan Komering Ulu,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Komering Ulu,2679.18,2835.69,3020.84,3157.8,3253.53,3274.02,3520.18,3655.05,3702.68,3721.14,3779.41,3621.97,3562.69,3612.24,3817.36,3867.05
100,1602,1602,ogankomeringilir,Ogan Komering Ilir,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Ogan Komering Ilir,3950.28,4152.2,4409.22,4590.2,4725.53,4839.07,5197.16,5476.42,5616.21,5744.15,5807.46,5804.64,6233.4,6676.28,7124.4,7399.42
101,1603,1603,muaraenim,Muara Enim,16,Sumatera Selatan,South Sumatera ,1,Sumatera,Sumatera,Muara Enim,7452.59,7764.22,8170.72,8460.83,8835.84,8981.09,10088.58,10526.88,10771.82,11044.31,11431.64,10701.95,10152.97,10398.21,10749.55,10895.15
